CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO,LON,LAT,AREA
c1,관광지,황우지해안,서귀포시 서홍동 766-1,2023,13397,776,809,1068,1037,1222,1534,2174,1727,1033,756,684,577,126.54976640907313,33.24156956841438,Unknown
c1,관광지,황우지해안 열두굴,서귀포시 서홍동 764-1,2023,1220,136,99,130,155,163,117,87,88,61,76,52,56,126.55071895032549,33.24200172104954,Unknown
c1,관광지,효명사,서귀포시 남원읍 516로 815-41,2023,673,80,37,86,68,81,75,55,42,57,42,27,23,126.59421058,33.323307253,남동
c1,관광지,후포해변,제주시 추자면 대서5길 87,2023,421,41,26,53,57,49,41,30,34,29,27,14,20,126.289607241,33.96241086,북서
c1,관광지,훈데르트바서파크,제주시 우도면 우도해안길 32-12,2023,1666,148,121,181,152,199,143,142,114,140,143,103,80,126.956778292,33.492693617,북동
c1,관광지,휘닉스 르쏠레이테라피,서귀포시 성산읍 섭지코지로 107 휘닉스제주아일랜드리조트 블루동 1층,2023,665,96,57,61,77,60,56,49,41,40,40,51,37,126.928560697,33.424738024,북동
c1,관광지,휴림,제주시 애월읍 광령남서길 40,2023,1637,120,147,177,204,204,189,125,100,114,119,67,71,126.428681331,33.443653632,북서
c1,관광지,휴애리 자연생활공원,"서귀포시 남원읍 신례동로 256 (신례리, 휴애리)",2023,13757,1111,1212,1468,1048,1000,1024,518,656,1115,1315,1529,1761,126.637715512,33.308199982,남동
c1,관광지,흑돼지거리,제주시 건입동,2023,924,114,70,99,131,102,86,51,43,51,59,64,54,126.547131543,33.514110002,북동
c2,쇼핑,(주)메이드인제주,제주시 조천읍 중산간동로 804-16,2023,478,52,26,55,48,59,46,29,47,45,16,31,24,126.668080655,33.491869477,북동
c2,쇼핑,943스튜디오,제주시 조천읍 함덕16길 52-1,2023,97,0,0,0,0,0,3,14,23,28,12,6,11,126.664113181,33.542043248,북동
c2,쇼핑,B일상잡화점,서귀포시 성산읍 오조로 93,2023,380,46,25,42,32,37,32,28,34,33,17,31,23,126.914636882,33.462063133,북동
c2,쇼핑,HAN 컬렉션,제주시 노연로 12,2023,702,81,72,41,48,59,52,45,46,54,33,59,112,126.481428318,33.485288391,북서
c2,쇼핑,SARI 상예상점 & 사리슈즈,서귀포시 상예로 15,2023,88,0,0,0,0,0,2,11,13,27,10,19,6,126.390204617,33.247980415,남서
c2,쇼핑,가르송 티미드 제주,제주시 한림읍 한림로 542,2023,80,0,0,0,0,0,11,11,12,15,8,4,19,126.256389071,33.40581859,북서
c2,쇼핑,갈중이,서귀포시 안덕면 사계남로216번길 24-61,2023,500,36,46,51,62,55,79,50,39,38,18,17,9,126.313646344,33.235113302,남서
c2,쇼핑,감성점빵,서귀포시 대정읍 형제해안로 322-1,2023,57,0,0,0,0,0,3,9,6,8,10,7,14,126.289623736,33.206813392,남서
c2,쇼핑,강연욱 사진관,제주시 애월읍 하가로 146-9 (하가리) 강연욱 사진관,2023,66,7,8,9,19,3,3,6,1,3,0,2,5,126.34895446,33.457861944,북서
c2,쇼핑,게른,서귀포시 중정로 1,2023,188,28,16,18,20,21,15,15,20,13,11,5,6,126.556567292,33.24770832,남동
c2,쇼핑,곱은과일,서귀포시 동문로 10,2023,401,39,40,37,36,32,22,17,19,16,25,61,57,126.562249379,33.251880776,남동
c2,쇼핑,곱은달사진관,제주시 조천읍 곱은달길 24,2023,328,34,28,43,50,33,31,26,23,22,11,23,4,126.670942344,33.513673107,북동
c2,쇼핑,괄호,제주시 조천읍 신촌서5길 91,2023,99,0,0,0,0,0,4,13,16,10,15,17,24,126.615897473,33.536145415,북동
c2,쇼핑,구들책방,제주시 조천읍 신북로 502,2023,61,0,0,0,0,0,3,12,13,13,8,11,1,126.663724865,33.54243876,북동
c2,쇼핑,구름두리,서귀포시 중정로61번길 20 1층 구름두리,2023,83,11,22,9,10,11,12,5,3,0,0,0,0,,,Unknown
c2,쇼핑,구십육도,제주시 동문로4길 9 지하 1층,2023,81,0,0,0,0,0,0,29,12,20,8,3,9,126.528191204,33.512182869,북서
c2,쇼핑,굿우드무드,제주시 조천읍 조함해안로 488-5,2023,69,0,0,0,0,0,7,10,8,17,17,6,4,126.664831946,33.542210069,북동
c2,쇼핑,귤귤스토어 애월점,제주시 애월읍 애월로1길 6,2023,249,0,0,0,0,0,3,17,34,26,36,58,75,126.312143848,33.462483938,북서
c2,쇼핑,그꽃,제주시 구좌읍 월정1길 55,2023,288,35,25,36,42,26,25,13,20,34,14,6,12,126.792629126,33.556201157,북동
c2,쇼핑,그르니에,제주시 삼무로 14,2023,40,0,0,0,0,0,3,14,13,6,2,1,1,126.488239071,33.489716476,북서
c2,쇼핑,그린블리스제주,서귀포시 표선면 가마행남로 12,2023,4,0,0,0,0,0,0,0,0,0,0,0,4,126.802474339,33.306103086,남동
c2,쇼핑,그림쟁이몬나니,제주시 조천읍 신북로 524,2023,41,0,0,0,0,0,4,7,8,6,9,3,4,126.665627792,33.541602423,북동
c2,쇼핑,그림책방 & 카페노란우산,제주시 애월읍 하광로 515,2023,489,60,81,47,81,81,57,39,43,0,0,0,0,126.430854298,33.445762868,북서
c2,쇼핑,그림책카페노란우산관광대점,제주시 애월읍 평화로 2715 행복기숙사 2호관 2층 1호,2023,207,0,0,0,0,0,0,0,0,83,47,46,31,126.436056362,33.449987118,북서
c2,쇼핑,근자C가게,제주시 구좌읍 종달로1길 48-6,2023,61,0,0,0,0,0,0,9,8,17,7,8,12,126.901024193,33.496025349,북동
c2,쇼핑,금요일아침의조금,제주시 가령골1길 12,2023,10,0,0,0,0,0,3,7,0,0,0,0,0,126.537578243,33.503095388,북동
c2,쇼핑,금요일의아침조금,제주시 가령골1길 12,2023,74,0,0,0,0,0,0,0,16,20,19,8,11,126.537578243,33.503095388,북동
c2,쇼핑,기억해제주,서귀포시 안덕면 중산간서로 1907,2023,84,0,0,0,0,0,0,16,16,19,17,5,11,126.319428576,33.289892184,남서
c2,쇼핑,기영상회,제주시 한림읍 한림로 345,2023,304,50,14,36,38,31,29,24,26,21,16,11,8,126.2407565,33.394418409,북서
c2,쇼핑,꾸꾸제주,제주시 한림읍 한림상로 15-5,2023,42,0,0,0,0,0,0,8,11,8,8,3,4,126.256519306,33.405562061,북서
c2,쇼핑,낭만와인샵,제주시 남성로 158-11,2023,26,0,0,0,0,0,3,5,5,9,2,1,1,126.52210717,33.508772208,북서
c2,쇼핑,내가좋아해,제주시 조천읍 신촌9길 36,2023,47,0,0,0,0,0,4,10,11,9,6,3,4,126.623209339,33.537506311,북동
c2,쇼핑,농업회사법인 나무와열매 주식회사,서귀포시 안덕면 덕수동로25번길 42-8,2023,336,37,22,41,34,48,25,20,17,19,13,23,37,126.308121698,33.258161488,남서
c2,쇼핑,농업회사법인(주)제주왕지케,제주시 한경면 고산로2길 22-13 (고산리) 1층,2023,261,32,22,35,43,29,16,14,19,28,10,8,5,126.182585127,33.302622195,남서
c2,쇼핑,다나한한복 앤 러블리베베,제주시 연삼로 355,2023,316,40,27,29,47,41,25,17,19,18,15,17,21,126.530277845,33.492887666,북동
c2,쇼핑,다시방프로젝트,제주시 조천읍 북촌12길 28,2023,152,20,18,14,14,10,11,12,9,16,11,13,4,126.698539382,33.546734975,북동
c2,쇼핑,다올무인소품점,제주시 구좌읍 김녕로1길 35-22,2023,65,0,0,0,0,0,3,8,12,8,11,14,9,126.748242379,33.55752218,북동
c2,쇼핑,달리센트,제주시 구좌읍 종달리 1991,2023,316,34,18,32,24,38,27,24,19,31,24,12,33,126.89816915739368,33.49026253228135,Unknown
c2,쇼핑,달무지개,서귀포시 남원읍 신흥앞동산로35번길 9,2023,43,0,0,0,0,0,2,7,12,10,8,3,1,126.768573001,33.307168294,남동
c2,쇼핑,당근가게,제주시 서광로5길 4,2023,351,48,44,47,40,26,23,26,24,19,12,22,20,126.514445212,33.500660541,북서
c2,쇼핑,대정오일시장,서귀포시 대정읍 신영로36번길 65,2023,1199,116,96,116,151,126,104,83,73,74,78,98,84,126.248208955,33.220533314,남서
c2,쇼핑,더솜라탄,제주시 노형1길 8-9,2023,103,9,7,17,19,16,11,6,5,7,3,2,1,126.4739736,33.480646196,북서
c2,쇼핑,더아일랜더,제주시 관덕로4길 7,2023,445,43,29,52,54,55,44,36,41,38,22,20,11,126.521361779,33.512404355,북서
c2,쇼핑,데일리스티치,제주시 조천읍 남조로 2322,2023,144,0,0,0,0,0,4,13,20,15,11,40,41,126.659289512,33.472453766,북동
c2,쇼핑,도두몰,제주시 서해안로 360,2023,50,0,0,0,0,0,6,11,7,5,6,5,10,126.483398317,33.510615574,북서
c2,쇼핑,도솔촌,서귀포시 칠십리로 647-13,2023,351,49,32,39,50,38,50,18,13,17,7,24,14,126.6136365,33.249278461,남동
c2,쇼핑,도예시선,제주시 구좌읍 종달논길 36-18,2023,262,30,19,33,24,38,17,22,15,23,14,11,16,126.900071975,33.494115553,북동
c2,쇼핑,돌멩이 소품샵,서귀포시 중앙로54번길 38 2층,2023,104,0,0,0,0,0,0,10,5,18,22,20,29,126.563576773,33.249773458,남동
c2,쇼핑,돌코롱,서귀포시 대정읍 마라로 41,2023,275,36,43,31,25,21,20,13,22,31,24,4,5,126.267116038,33.119931442,남서
c2,쇼핑,동문수산시장,제주시 관덕로 64-1,2023,2687,248,160,198,200,216,179,151,185,241,260,304,345,126.526177494,33.512665057,북서
c2,쇼핑,동문시장(주),제주시 동문로 16,2023,463,42,22,49,44,68,33,27,29,59,32,30,28,126.52832046,33.512697499,북서
c2,쇼핑,동문재래시장,제주시 관덕로14길 20,2023,23886,1242,1304,1120,1482,1588,1496,1371,2069,2699,2948,3126,3441,126.526022059,33.511584567,북서
c2,쇼핑,디앤디파트먼트 제주,제주시 탑동로2길 3,2023,7,0,0,0,0,0,0,0,0,0,0,0,7,126.523401569,33.517685971,북서
c2,쇼핑,디어브리즈,제주시 구좌읍 월정3길 42,2023,44,0,0,0,0,0,0,11,11,15,4,2,1,126.794060682,33.554744088,북동
c2,쇼핑,디오니스토어제주점,제주시 월광로 149,2023,79,0,0,0,0,0,4,10,6,10,14,14,21,126.473575937,33.492324404,북서
c2,쇼핑,디자인에이비,제주시 한경면 판포4길 22,2023,128,11,3,15,7,14,31,20,16,8,1,0,2,126.201486997,33.363104354,북서
c2,쇼핑,딜다책방,제주시 삼성로1길 1,2023,183,22,13,28,26,22,19,12,16,15,5,4,1,126.527398662,33.505485499,북서
c2,쇼핑,뚜띠콜로리 뮤제오,제주시 애월읍 장전로 109-12,2023,76,0,0,0,0,0,0,11,15,14,6,13,17,126.38978866,33.451897015,북서
c2,쇼핑,라바북스,서귀포시 남원읍 태위로 87 1층,2023,186,20,13,21,19,21,12,14,9,15,2,15,25,126.65681237,33.274432863,남동
c2,쇼핑,라온명품관,제주시 한림읍 금능남로 127,2023,464,61,35,52,47,39,33,49,38,29,26,28,27,126.239325029,33.378751001,북서
c2,쇼핑,라이킷,제주시 칠성로길 42-2 1층,2023,260,40,16,24,32,21,27,27,19,22,18,9,5,126.527341396,33.514195559,북서
c2,쇼핑,라이프워크 메가스토어 제주점,서귀포시 안덕면 사계남로 186-8,2023,176,0,0,0,0,0,2,12,23,38,19,24,58,126.308517454,33.229302729,남서
c2,쇼핑,란나 선물가게,서귀포시 안덕면 화순로 230,2023,75,0,0,0,0,0,4,12,19,12,8,8,12,126.322408759,33.248673961,남서
c2,쇼핑,러블리제주 애월,제주시 애월읍 애월해안로 686,2023,55,0,0,0,0,0,0,14,10,12,6,10,3,126.375227298,33.481929415,북서
c2,쇼핑,런던다락,제주시 한림읍 한림로 335,2023,59,0,0,0,0,0,3,13,16,15,6,1,5,126.240287796,33.393589246,북서
c2,쇼핑,루인홈,제주시 조천읍 중산간동로 804-64,2023,83,0,0,0,0,0,7,13,11,15,9,7,21,126.667642647,33.489070616,북동
c2,쇼핑,리울,제주시 구좌읍 일주동로 3698,2023,41,0,0,0,0,0,3,8,13,8,5,3,1,126.893031984,33.494727158,북동
c2,쇼핑,마르지엄,서귀포시 남원읍 남태해안로 285-11,2023,73,0,0,0,0,0,3,12,8,11,12,12,15,126.732704919,33.282851981,남동
c2,쇼핑,마야블루,제주시 월랑로6길 21,2023,106,16,11,16,10,12,7,8,13,10,2,1,0,126.478500067,33.489491666,북서
c2,쇼핑,마이피기팬트리,제주시 구좌읍 하도13길 6,2023,108,0,0,0,0,0,0,8,7,9,12,38,34,126.88803117,33.5086798,북동
c2,쇼핑,마켓오름,서귀포시 이어도로 1061,2023,2457,82,267,313,272,302,287,280,266,234,111,33,10,126.52400625,33.246056427,남서
c2,쇼핑,마켓제주,제주시 애월읍 애월해안로 664 2층,2023,30,0,0,0,0,0,0,8,4,4,6,6,2,126.373560206,33.480550221,북서
c2,쇼핑,만달,서귀포시 일주서로 710,2023,32,0,0,0,0,0,2,8,0,8,1,7,6,126.434243096,33.256276474,남서
c2,쇼핑,만두상점,제주시 조천읍 함덕남14길 6,2023,54,0,0,0,0,0,2,9,7,11,15,8,2,126.67549609,33.533467619,북동
c2,쇼핑,만춘서점,제주시 조천읍 함덕로 9,2023,528,70,36,46,63,54,54,51,35,43,28,27,21,126.673365364,33.540807518,북동
c2,쇼핑,메리아일랜드,제주시 한림읍 금능길 80,2023,29,0,0,0,0,0,1,6,4,9,3,5,1,126.231478756,33.388925959,북서
c2,쇼핑,모슬포중앙시장,서귀포시 대정읍 영서중로 3,2023,1837,204,162,141,198,166,166,122,123,118,122,130,185,126.25398453,33.221102477,남서
c2,쇼핑,모이소,제주시 신광로8길 14,2023,334,27,26,39,41,30,24,30,29,32,17,18,21,126.488524738,33.487097087,북서
c2,쇼핑,몸냥공작소,제주시 애월읍 하소로 595,2023,148,26,8,22,16,19,15,8,9,8,8,7,2,126.397626403,33.430670572,북서
c2,쇼핑,몽생이(갈옷),제주시 한경면 저지12길 72-16,2023,553,38,39,58,46,55,92,78,52,25,25,29,16,126.263544923,33.336933278,남서
c2,쇼핑,무기,제주시 조천읍 함덕18길 2,2023,47,0,0,0,0,0,2,14,7,9,8,6,1,126.66889115,33.540597185,북동
c2,쇼핑,무드,제주시 남성로 89 2층,2023,19,0,0,0,0,0,1,6,5,5,1,1,0,126.515337854,33.507746752,북서
c2,쇼핑,무명서점,제주시 한경면 고산로 26,2023,34,0,0,0,0,0,2,5,12,7,3,5,0,126.179701954,33.303332895,남서
c2,쇼핑,무무제주,제주시 애월읍 봉성로3길 11,2023,67,0,0,0,0,0,0,7,10,12,11,11,16,126.311367576,33.418943716,북서
c2,쇼핑,미앤제주,제주시 한림읍 광산로 942,2023,92,6,4,10,7,13,11,11,8,8,7,5,2,126.357407628,33.347645585,남서
c2,쇼핑,"미야즈클로젯 (해녀복 대여, 해녀 스냅사진 촬영)",제주시 용마로4길 15,2023,414,40,31,47,47,50,49,50,34,26,21,15,4,126.506672733,33.515440821,북서
c2,쇼핑,미유,제주시 한림읍 한림상로 15-5,2023,26,0,0,0,0,0,5,8,3,4,5,1,0,126.256519306,33.405562061,북서
c2,쇼핑,미카의달콤한작업실,서귀포시 안덕면 사계남로84번길 4,2023,257,34,21,28,29,30,25,17,16,21,11,14,11,126.298925106,33.226741929,남서
c2,쇼핑,바다건너온아름다운것들,제주시 조천읍 조천5길 4,2023,74,0,0,0,0,0,2,11,20,13,11,10,7,126.635607692,33.535816085,북동
c2,쇼핑,바다보석,서귀포시 중앙로4번길 20,2023,581,71,30,67,70,66,57,46,44,35,32,36,27,126.564086716,33.24527458,남동
c2,쇼핑,바다상점,제주시 한림읍 한림로 354,2023,29,0,0,0,0,0,1,5,7,6,2,8,0,126.241557182,33.394777212,북서
c2,쇼핑,바다스런,제주시 구좌읍 김녕로 93,2023,89,0,0,0,0,0,4,16,12,18,10,17,12,126.747947757,33.554341966,북동
c2,쇼핑,바당의물질,제주시 임항로 49,2023,190,28,6,25,26,26,21,10,14,17,8,7,2,126.529998233,33.51700806,북동
c2,쇼핑,바이올가 영어마을점,서귀포시 대정읍 에듀시티로 40,2023,345,34,33,46,35,34,27,27,24,27,24,24,10,126.284115557,33.291523629,남서
c2,쇼핑,바이제주,제주시 서해안로 626,2023,554,58,65,68,60,77,56,38,34,35,26,19,18,126.504111064,33.51654143,북서
c2,쇼핑,뱅뱅와인마켓,제주시 사평2길 9,2023,21,0,0,0,0,0,2,8,4,3,1,1,2,126.510545743,33.492063081,북서
c2,쇼핑,뱅오흐디네흐,서귀포시 동문로 52,2023,36,0,0,0,0,0,2,7,4,20,1,1,1,126.565917198,33.249639574,남동
c2,쇼핑,베르니모텔,제주시 애월읍 애월북서길 56-1,2023,135,0,0,0,0,0,1,26,32,19,24,10,23,126.309244769,33.462925199,북서
c2,쇼핑,베리제주,제주시 애월읍 고내로7길 45-14,2023,575,59,45,52,47,106,63,45,39,32,19,30,38,126.33645378,33.466592859,북서
c2,쇼핑,벨롱장,제주시 구좌읍 세화1길 20-8,2023,1273,155,209,278,233,228,170,0,0,0,0,0,0,126.855088683,33.525021213,북동
c2,쇼핑,벨집,서귀포시 안덕면 일주서로 1717,2023,45,0,0,0,0,0,3,6,11,15,5,3,2,126.334109657,33.251469948,남서
c2,쇼핑,보미다,"서귀포시 이어도로 936-1, 2층 201호",2023,150,20,10,20,13,13,15,15,16,14,5,6,3,126.514308654,33.238569398,남서
c2,쇼핑,보헤미안 제주,서귀포시 이어도로 297 (하원동) 1층,2023,20,0,0,0,0,0,0,0,0,16,1,3,0,126.451630121,33.244212417,남서
c2,쇼핑,봄사무소,제주시 조천읍 함덕8길 36-1,2023,55,0,0,0,0,0,2,7,12,10,4,9,11,126.663151708,33.540257369,북동
c2,쇼핑,북스토어아베끄,제주시 한림읍 금능9길 1-1,2023,94,0,0,0,0,0,1,7,15,19,21,15,16,126.229679855,33.388673516,북서
c2,쇼핑,북타임,서귀포시 중앙로 109 2층,2023,191,27,21,20,28,19,17,16,16,12,4,7,4,126.560540368,33.254472437,남동
c2,쇼핑,뷰티풀제주,제주시 용마로4길 5-3,2023,318,35,25,27,44,44,22,25,28,32,17,15,4,126.505825629,33.515904154,북서
c2,쇼핑,블리핸드메이드,제주시 조천읍 신와로 105,2023,62,0,0,0,0,0,3,10,9,13,10,7,10,126.619183049,33.519551654,북동
c2,쇼핑,쁘띠동백,서귀포시 남원읍 태위로 278,2023,30,0,0,0,0,0,2,4,5,6,6,2,5,126.677143692,33.27562579,남동
c2,쇼핑,사가냥,제주시 조천읍 신북로 453,2023,46,0,0,0,0,0,4,10,10,8,8,5,1,126.65874854,33.544030828,북동
c2,쇼핑,사락,서귀포시 안덕면 사계남로 171,2023,35,0,0,0,0,0,3,6,10,7,4,1,4,126.307728459,33.22867269,남서
c2,쇼핑,사슴책방,제주시 조천읍 중산간동로 698-71,2023,338,38,29,37,33,37,23,23,25,23,31,23,16,126.658121406,33.495809108,북동
c2,쇼핑,사회복지법인 평화의마을,서귀포시 대정읍 중산간서로 2195-12,2023,572,48,26,59,51,79,44,42,51,39,29,80,24,126.292568976,33.279070808,남서
c2,쇼핑,산토 월정리쇼룸,제주시 구좌읍 월정3길 47,2023,103,0,0,0,0,0,4,5,15,18,13,24,24,126.794283553,33.555274221,북동
c2,쇼핑,산토송당점,제주시 구좌읍 중산간동로 2266,2023,97,0,0,0,0,0,1,5,22,28,16,7,18,126.784509945,33.471267562,북동
c2,쇼핑,산호상점,제주시 구좌읍 김녕로2길 20,2023,400,50,24,45,29,46,32,31,31,31,22,36,23,126.743433312,33.553735344,북동
c2,쇼핑,삼다닷컴,제주시 연삼로 295-1,2023,258,27,19,20,29,22,21,20,18,33,21,23,5,126.5242262,33.492639193,북서
c2,쇼핑,샘스제주캔들,제주시 애월읍 애월로1길 26-2,2023,570,67,31,71,60,63,58,45,41,47,29,36,22,126.309881262,33.462599995,북서
c2,쇼핑,샵제주,제주시 애월읍 애월해안로 867,2023,27,0,0,0,0,0,2,8,4,3,3,7,0,126.390397578,33.487755849,북서
c2,쇼핑,서귀양품점,서귀포시 색달로 65,2023,55,0,0,0,0,0,4,6,16,16,5,7,1,126.410460014,33.261249526,남서
c2,쇼핑,서귀포농협하나로마트,서귀포시 516로 40,2023,2162,203,177,191,190,166,177,131,126,121,149,225,306,126.58142067,33.257354027,남동
c2,쇼핑,서귀포매일올레시장,서귀포시 중앙로 62번길 18,2023,15106,1066,858,1047,1171,1194,1095,927,1090,1278,1460,1819,2101,126.563229244,33.25014864,남동
c2,쇼핑,서귀포향토오일시장,서귀포시 중산간동로7894번길 18-5,2023,6007,498,444,647,698,490,410,364,366,427,461,613,589,126.572485995,33.266877039,남동
c2,쇼핑,서문공설시장,제주시 서문로4길 13-2,2023,846,96,85,91,107,68,79,57,63,71,58,44,27,126.517879065,33.511320788,북서
c2,쇼핑,서쪽가게,제주시 한림읍 한림로 336,2023,483,57,44,59,65,66,49,35,37,32,25,3,11,126.24062536,33.39341237,북서
c2,쇼핑,선물고팡,제주시 월성로 15,2023,959,106,100,91,105,124,98,82,70,54,47,48,34,126.50493194,33.502970582,북서
c2,쇼핑,선물고팡 협재점,제주시 한림읍 한림로 545,2023,115,0,0,0,0,0,7,18,13,23,16,26,12,126.256320213,33.406327609,북서
c2,쇼핑,선셋봉고,제주시 구좌읍 대수길 28,2023,59,0,0,0,0,0,0,8,16,15,12,6,2,126.837785245,33.536904155,북동
c2,쇼핑,선우스타일,제주시 동문로 16,2023,262,39,30,30,28,22,21,17,23,17,13,10,12,126.52832046,33.512697499,북서
c2,쇼핑,섬반지,서귀포시 안덕면 산방로 366,2023,45,0,0,0,0,0,0,7,10,15,6,3,4,126.297895729,33.231648308,남서
c2,쇼핑,섭,서귀포시 이중섭로 26-1,2023,83,0,0,0,0,0,1,6,17,15,3,25,16,126.563904587,33.245609457,남동
c2,쇼핑,성산-고성오일시장,서귀포시 성산읍 고성오조로 93,2023,3842,287,259,349,398,318,215,261,241,309,337,389,479,126.913352507,33.451655203,북동
c2,쇼핑,세화리109,제주시 구좌읍 구좌로 109,2023,65,0,0,0,0,0,2,8,8,8,11,17,11,126.861910163,33.521141601,북동
c2,쇼핑,세화씨문방구,제주시 구좌읍 해맞이해안로 1450-1,2023,91,0,0,0,0,0,0,6,15,24,21,17,8,126.859914056,33.524343508,북동
c2,쇼핑,세화점방,제주시 구좌읍 해맞이해안로 1446,2023,61,0,0,0,0,0,2,7,12,10,7,14,9,126.859876583,33.524641031,북동
c2,쇼핑,세화해녀민속오일시장,제주시 구좌읍 해맞이해안로 1412,2023,7478,522,389,518,504,455,399,465,658,661,580,1090,1237,126.857203973,33.525948194,북동
c2,쇼핑,소길별하,제주시 애월읍 소길남길 34-37,2023,133,0,0,0,0,0,3,10,23,37,27,16,17,126.375876939,33.429730624,북서
c2,쇼핑,소랑아시 소품샵&선물가게,서귀포시 중문관광로 27,2023,47,0,0,0,0,0,2,12,6,7,7,4,9,126.414666475,33.255702682,남서
c2,쇼핑,소소재간,제주시 한림읍 일주서로 5888,2023,52,0,0,0,0,0,1,6,15,14,6,7,3,126.295269271,33.443845556,북서
c2,쇼핑,소소한 상상점,제주시 구좌읍 평대9길 37-3,2023,35,0,0,0,0,0,0,7,7,11,3,6,1,126.850960601,33.526934894,북동
c2,쇼핑,소소한담,제주시 애월읍 일주서로 6691,2023,290,50,20,29,47,32,26,18,24,17,12,8,7,126.366967446,33.471483459,북서
c2,쇼핑,소심한책방,제주시 구좌읍 종달동길 29-6,2023,669,64,58,56,54,52,38,31,35,37,32,77,135,126.903079928,33.491505488,북동
c2,쇼핑,소울,서귀포시 이어도로 872,2023,20,0,0,0,0,0,2,5,4,7,1,0,1,126.508059038,33.236405927,남서
c2,쇼핑,손끝에서,제주시 구좌읍 구좌로 33-11,2023,87,10,4,11,9,11,9,7,8,7,5,3,3,126.854847399,33.523996985,북동
c2,쇼핑,쇼룸오구팔,제주시 구좌읍 종달로5길 28,2023,51,0,0,0,0,0,4,6,5,9,6,6,15,126.898980752,33.493289639,북동
c2,쇼핑,수목원길 야시장,제주시 은수길 69,2023,5,0,0,0,0,0,0,0,0,0,0,0,5,126.48821926,33.470602243,북서
c2,쇼핑,수풀,제주시 한림읍 한수풀로 36 2층,2023,824,88,54,80,88,81,37,63,56,38,32,85,122,126.266664917,33.417842337,북서
c2,쇼핑,술 다끄는 집,서귀포시 표선면 성읍정의현로56번길 5,2023,299,25,32,40,35,32,28,33,23,16,11,9,15,126.801685541,33.387992862,북동
c2,쇼핑,숲을걷다,제주시 애월읍 곽지1길 26-9,2023,31,0,0,0,0,0,1,6,7,6,4,5,2,126.304429791,33.449074878,북서
c2,쇼핑,슈퍼보틀,제주시 은남1길 46,2023,22,0,0,0,0,0,1,4,5,5,4,0,3,126.490973677,33.489444228,북서
c2,쇼핑,스마일러펫,제주시 애월읍 상고길 47,2023,265,49,23,32,16,19,16,22,25,24,11,5,23,126.415847699,33.469964267,북서
c2,쇼핑,스몰띵스벗,제주시 광양10길 23 3층,2023,22,0,0,0,0,0,2,7,4,3,1,5,0,126.528197117,33.498321417,북서
c2,쇼핑,스트롱베리 소품샵 카페,제주시 관덕로7길 14,2023,99,0,0,0,0,0,0,11,9,33,24,12,10,126.523154011,33.514441965,북서
c2,쇼핑,승희상회,제주시 구좌읍 종달로5길 32-1,2023,211,22,17,18,28,18,9,15,6,20,12,33,13,126.899344891,33.493048535,북동
c2,쇼핑,시티오브드림즈,제주시 관덕로11길 17,2023,586,45,37,34,50,39,49,157,78,37,27,15,18,126.525185517,33.514674211,북서
c2,쇼핑,신라면세점 제주점,"제주시 노연로 69 (연동, (주)호텔신라 제주면세점) 신라면세점 제주점",2023,844,0,0,0,65,145,83,69,74,90,99,105,114,126.487614572,33.486265662,북서
c2,쇼핑,신세계사이먼 제주 프리미엄 전문점,"서귀포시 안덕면 신화역사로304번길 38 신세계사이먼 제주 프리미엄 전문점 G층, B1층",2023,994,97,89,69,81,93,85,67,41,58,81,123,110,126.316362706,33.304960331,남서
c2,쇼핑,쓸모있는 생활잡화점,제주시 인다3길 5,2023,208,13,10,22,21,36,24,17,18,11,16,10,10,126.549271853,33.477005791,북동
c2,쇼핑,아꼬아,제주시 서사로 9,2023,41,0,0,0,0,0,0,7,3,10,4,10,7,126.51996301,33.511641377,북서
c2,쇼핑,아꼬화,제주시 동광로 102,2023,128,13,5,20,17,10,9,12,12,11,5,11,3,126.538597428,33.505574864,북동
c2,쇼핑,아라도예,제주시 애월읍 광령6길 2,2023,425,32,45,41,40,43,35,23,29,31,15,39,52,126.436019461,33.46024495,북서
c2,쇼핑,아름낭,서귀포시 중산간서로157번길 26,2023,102,17,11,10,11,5,9,7,9,9,8,3,3,126.494641949,33.25817006,남서
c2,쇼핑,아무튼책방,제주시 간월동로 12,2023,97,0,0,0,0,0,1,6,8,19,22,33,8,126.543926811,33.485285272,북동
c2,쇼핑,아워키친,제주시 노형4길 23,2023,211,24,21,19,32,23,25,15,10,17,6,13,6,126.476852532,33.481433852,북서
c2,쇼핑,아코하루,제주시 매촌2길 80,2023,198,29,14,12,21,24,19,14,12,25,20,8,0,126.590304361,33.509821437,북동
c2,쇼핑,아쿠아플라넷 제주 기념품샵,서귀포시 성산읍 섭지코지로 95 지하 1층,2023,768,0,0,0,0,0,12,35,93,153,194,149,132,126.927823688,33.433093858,북동
c2,쇼핑,아트살롱,서귀포시 대정읍 추사로38번길 150,2023,54,0,0,0,0,0,3,9,13,13,7,9,0,126.279661025,33.263075524,남서
