CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO,LON,LAT,AREA
c1,관광지,(주)제주해양레저 투명카약,제주시 애월읍 애월로1길 22,2023,691,68,55,83,83,82,69,79,48,42,33,30,19,126.310472423,33.46232863,북서
c1,관광지,1100고지(휴게소),서귀포시 1100로 1555,2023,7483,1587,699,481,450,412,353,287,327,293,329,624,1641,126.462547934,33.357533041,남서
c1,관광지,1100고지습지,서귀포시 색달동 산 1-2,2023,14221,4075,1551,471,472,426,370,386,431,378,667,1286,3708,126.4628821048391,33.35733879962504,Unknown
c1,관광지,1112도로,제주시 명림로 584 (봉개동),2023,506,79,45,49,39,36,44,42,33,24,33,44,38,126.629988029,33.439337842,북동
c1,관광지,4·3해원방사탑,제주시 신산로 82,2023,447,48,27,53,61,50,47,32,27,31,28,29,14,126.534739654,33.505485934,북동
c1,관광지,5.16도로숲터널,서귀포시 남원읍 신례리 산 2-1,2023,1772,148,151,177,163,141,143,148,145,119,169,123,145,126.60472066132863,33.36080038544294,Unknown
c1,관광지,9.81 파크,제주시 애월읍 천덕로 880-24,2023,5731,396,437,646,449,490,490,677,499,377,420,471,379,126.366270031,33.390805591,북서
c1,관광지,998서프 삼양,제주시 선사로8길 33,2023,114,0,0,0,0,0,6,35,20,21,21,9,2,126.588622862,33.526804054,북동
c1,관광지,9연대 본부 옛터,서귀포시 대정읍 일주서로 2497,2023,557,47,40,57,68,77,50,37,34,33,32,43,39,,,Unknown
c1,관광지,Cafe 몽스파,제주시 서사로 28,2023,411,49,39,43,44,39,41,40,40,22,22,16,16,126.519546904,33.509829919,북서
c1,관광지,M1971 요트투어,서귀포시 대정읍 최남단해안로 128,2023,743,48,46,71,86,96,107,82,70,48,52,21,16,126.257153778,33.210151052,남서
c1,관광지,OK승마장,서귀포시 표선면 번영로 2595,2023,209,0,0,0,0,0,0,33,30,43,46,29,28,126.782590089,33.403164492,북동
c1,관광지,SM 디지털아트 뮤지엄,제주시 애월읍 애월해안로 516-7,2023,1654,280,112,146,144,121,173,130,115,93,74,124,142,126.359974021,33.477634592,북서
c1,관광지,THE WE,서귀포시 1100로 453-95,2023,497,45,23,38,54,53,43,45,35,31,39,48,43,126.444692272,33.286452866,남서
c1,관광지,WE호텔 웰니스센터,서귀포시 1100로 453-95,2023,2293,210,149,204,201,217,247,195,161,138,164,215,192,126.444692272,33.286452866,남서
c1,관광지,minagrooming(미나그루밍),제주시 한림읍 한림해안로 116,2023,92,0,0,0,0,0,0,0,9,23,22,21,17,126.259880196,33.413460377,북서
c1,관광지,가마오름,제주시 한경면 청수서5길 63,2023,609,66,41,53,81,86,49,50,29,35,46,38,35,126.249256304,33.305563685,남서
c1,관광지,가마오름 진지동굴,제주시 한경면 청수서5길 63,2023,1248,135,91,118,141,136,90,94,86,90,96,77,94,126.249256304,33.305563685,남서
c1,관광지,가메오름,제주시 애월읍 봉성리 산 125,2023,581,69,40,65,64,54,49,43,37,47,46,40,27,,,Unknown
c1,관광지,가뫼물,서귀포시 남원읍 남위남성로 168,2023,3485,345,240,325,287,290,234,210,240,254,220,305,535,126.693455611,33.289952106,남동
c1,관광지,가문이오름(감은이오름),서귀포시 표선면 남조로 1487-73,2023,502,49,55,54,60,38,40,29,30,26,36,43,42,126.675733305,33.401271977,북동
c1,관광지,가세오름,서귀포시 표선면 녹산로 554,2023,500,63,41,45,49,45,44,29,38,28,40,35,43,126.722820313,33.393727825,북동
c1,관광지,가시림,서귀포시 표선면 녹산로5번길 171 (가시리),2023,65,0,0,0,0,0,0,0,0,0,0,0,65,126.751599221,33.361155253,남동
c1,관광지,가야금이 흐르는 제주,제주시 광양9길 27,2023,146,0,0,0,0,0,0,3,35,31,22,27,28,126.532651136,33.500850443,북동
c1,관광지,가파도,서귀포시 대정읍 가파리,2023,12905,1222,1869,2433,1783,1946,1371,684,502,349,278,234,234,126.278224741353,33.16982011659957,Unknown
c1,관광지,가파도 마라도 정기여객선,서귀포시 대정읍 최남단해안로 120,2023,1313,77,55,123,513,134,92,58,54,60,61,54,32,126.258379588,33.210065009,남서
c1,관광지,가파초등학교 마라분교장,서귀포시 대정읍 마라로 58,2023,582,51,48,68,61,64,67,45,31,30,49,30,38,126.266859114,33.119346397,남서
c1,관광지,각시바우오름,서귀포시 호근동 2112,2023,455,43,39,46,62,47,41,29,29,32,36,34,17,126.52692868045466,33.276726058681945,Unknown
c1,관광지,간세공방,서귀포시 중정로 22,2023,792,101,77,91,93,94,76,52,55,47,40,36,30,126.558659902,33.247390427,남동
c1,관광지,감귤박물관,서귀포시 효돈순환로 441,2023,3589,359,272,243,282,293,292,263,239,253,248,372,473,126.607476592,33.271549014,남동
c1,관광지,감귤박물관 감귤따기 체험,서귀포시 효돈순환로 441,2023,58,0,0,0,0,0,0,0,0,0,0,9,49,126.607476592,33.271549014,남동
c1,관광지,감귤박물관 월라봉 산책로 - 생이소리길,서귀포시 효돈순환로 441,2023,448,59,34,48,53,49,36,39,27,32,25,28,18,126.607476592,33.271549014,남동
c1,관광지,감귤상웨빵 체험,서귀포시 남원읍 하례중앙로 95,2023,632,94,57,58,65,50,59,47,37,49,41,40,35,126.625361783,33.269168954,남동
c1,관광지,감성을담다,제주시 구좌읍 평대7길 20-1,2023,160,0,0,0,0,0,15,30,22,28,30,19,16,126.843838995,33.529977722,북동
c1,관광지,감수굴 밭담길,제주시 구좌읍 평대7길 34,2023,551,63,57,62,45,64,43,49,36,41,45,19,27,126.84326781,33.531026882,북동
c1,관광지,갑자기 히어로즈 벽화길,제주시 애월읍 금성1길 29-3,2023,619,74,53,66,58,60,54,53,48,45,44,35,29,126.299375833,33.446786352,북서
c1,관광지,갓전시관[갓전수교육관],제주시 조천읍 남조로 1904,2023,1214,125,96,119,129,154,101,78,88,100,81,78,65,126.670693596,33.437210721,북동
c1,관광지,강병대교회,서귀포시 대정읍 상모대서로 43-3,2023,556,74,47,57,49,68,53,49,38,32,33,26,30,126.256903807,33.226360598,남서
c1,관광지,강정어촌계,서귀포시 말질로 290,2023,754,66,52,107,79,91,75,67,53,56,41,34,33,126.474711365,33.227555625,남서
c1,관광지,강정천유원지,서귀포시 강정통물로 (강정동),2023,1397,88,58,102,80,116,207,192,302,109,65,36,42,126.474979283,33.228542196,남서
c1,관광지,개떼목장,서귀포시 안덕면 평화로 486 (덕수리),2023,562,0,0,0,124,123,55,56,51,47,40,33,33,126.317621297,33.279061615,남서
c1,관광지,개미남,제주시 구산로 26,2023,390,48,34,35,38,36,40,31,32,32,28,20,16,126.537940364,33.483020763,북동
c1,관광지,개오름,서귀포시 표선면 성읍이리로57번길 162,2023,1080,93,72,99,112,117,129,124,97,79,80,47,31,126.768216545,33.423832324,북동
c1,관광지,개오리오름,제주시 봉개동,2023,380,41,26,50,39,49,41,37,24,24,26,13,10,126.59466848,33.491640514,북동
c1,관광지,개인공간,제주시 매촌1길 3-1,2023,421,50,34,44,38,52,36,52,37,26,23,15,14,126.589028234,33.515895402,북동
c1,관광지,갤러리2 중선농원,제주시 영평길 269,2023,663,83,56,65,77,67,56,46,43,46,40,43,41,126.570197055,33.477959938,북동
c1,관광지,거린오름 (북오름),서귀포시 안덕면 동광리 산 94,2023,584,57,55,59,86,72,56,42,26,35,35,37,24,126.33207526383237,33.30246617009753,Unknown
c1,관광지,거문오름(UNESCO 세계자연유산),제주시 조천읍 선교로 569-36,2023,11268,761,705,872,1135,1489,1259,819,881,966,851,833,697,126.714755342,33.456903021,북동
c1,관광지,거믄여해안경승지,서귀포시 516로,2023,395,41,28,49,47,45,35,37,30,21,30,20,12,126.582714897,33.262772974,남동
c1,관광지,거슨새미오름,제주시 구좌읍 송당리 산 145,2023,1220,127,124,139,173,155,128,67,53,62,84,64,44,126.76088470603176,33.450662699223145,Unknown
c1,관광지,거인의 정원,제주시 대원길 58,2023,1343,71,53,71,106,118,78,69,61,82,140,221,273,126.53523923,33.471823131,북동
c1,관광지,거친오름,제주시 명림로 520 (봉개동),2023,655,47,58,77,85,97,51,50,37,38,53,29,33,126.621975293,33.443048829,북동
c1,관광지,건강과성박물관,서귀포시 안덕면 일주서로 1611,2023,1775,227,142,228,194,160,154,153,118,97,91,86,125,126.346772643,33.254897077,남서
c1,관광지,건강장수마을 산양리 농어촌체험마을,제주시 한경면 중산간서로 3169,2023,535,66,41,51,58,58,44,40,36,32,38,37,34,126.232937932,33.293887123,남서
c1,관광지,걸매생태공원,서귀포시 남성로 (서홍동),2023,1375,279,331,308,190,143,124,0,0,0,0,0,0,126.552829807,33.242035656,남동
c1,관광지,걸매생태공원,서귀포시 서홍동 1207,2023,747,0,0,0,0,0,0,90,90,88,134,192,153,126.55471241086613,33.251435177135164,Unknown
c1,관광지,걸매예술마을,서귀포시 서홍로 4-42,2023,660,77,67,66,64,82,45,65,36,47,46,30,35,126.555064924,33.24997884,남동
c1,관광지,걸서악오름,서귀포시 남원읍 하례로 393-1,2023,420,60,34,33,41,42,33,30,24,37,45,23,18,126.621201704,33.281986432,남동
c1,관광지,검멀레동굴,제주시 우도면,2023,1449,134,116,132,164,162,145,107,100,110,103,95,81,126.951016869,33.519472491,북동
c1,관광지,검멀레해변,제주시 우도면 우도해안길,2023,3355,230,185,269,307,388,313,242,242,249,383,303,244,126.967090703,33.50509272,북동
c1,관광지,게우지코지,서귀포시 하효동,2023,978,110,87,119,117,119,94,76,49,60,56,58,33,126.61651931,33.258262784,남동
c1,관광지,겨울이네,제주시 아란4길 91,2023,269,45,28,27,34,47,42,30,16,0,0,0,0,126.541865179,33.469511074,북동
c1,관광지,고근산(고공산),서귀포시 고근산로202번길 48,2023,1200,162,114,133,123,111,86,69,60,90,99,73,80,126.512798455,33.270707009,남서
c1,관광지,고내리 다락쉼터,제주시 애월읍 애월해안로 284,2023,767,90,68,82,76,77,73,56,58,62,50,46,29,126.340479656,33.469453149,북서
c1,관광지,고내리포구,제주시 애월읍 고내리,2023,607,50,31,74,61,61,69,51,42,51,45,44,28,126.35645175187253,33.47361134943118,Unknown
c1,관광지,"고내봉(고내오름,고니오름,망오름)",제주시 애월읍 고내리 산 3-1,2023,831,88,79,93,96,105,72,44,51,53,66,40,44,126.34063572027185,33.460036010717985,Unknown
c1,관광지,고사리숲,제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,2023,701,71,59,94,144,69,41,43,34,43,33,37,33,126.434534175,33.447055749,북서
c1,관광지,고산일과해안도로,서귀포시 대정읍 영락하동로 9-6,2023,542,58,44,47,74,71,40,39,42,36,32,37,22,126.209985934,33.256351362,남서
c1,관광지,고살리숲길,서귀포시 남원읍 하례리 산 54-2,2023,2593,209,165,292,348,313,288,150,149,140,143,217,179,126.59858455747346,33.31720571582361,Unknown
c1,관광지,고씨주택,제주시 관덕로17길 27-1,2023,966,125,54,72,83,73,91,80,103,80,77,48,80,126.528319503,33.514916242,북서
c1,관광지,고요산책,제주시 중앙로12길 5,2023,790,76,45,73,71,63,59,54,52,67,52,113,65,126.523863812,33.511823692,북서
c1,관광지,고포잇다이브센터,서귀포시 이어도로 685-1,2023,476,38,43,56,59,66,41,48,35,27,23,18,22,126.489058658,33.234750201,남서
c1,관광지,고흐의 정원,서귀포시 성산읍 삼달신풍로 126-5,2023,1247,150,112,125,121,126,99,71,77,83,74,96,113,126.844086536,33.37340944,북동
c1,관광지,곤물,서귀포시 안덕면 화순서서로64번길 64-4,2023,317,36,32,37,29,27,31,25,21,23,18,20,18,126.332796677,33.251899176,남서
c1,관광지,곤흘동(곤을동) 마을터,제주시 화북1동 4438,2023,1435,106,100,189,254,132,116,117,68,99,83,105,66,,,Unknown
c1,관광지,골프탕탕,서귀포시 안덕면 산록남로 762번길 71,2023,479,46,43,37,44,45,55,44,29,39,39,30,28,126.392822246,33.302972164,남서
c1,관광지,곱닥한개,제주시 설촌로10길 12,2023,1352,42,28,32,31,40,33,1086,60,0,0,0,0,126.582721003,33.523875994,북동
c1,관광지,곱뜨락아띠 향수공방,서귀포시 안덕면 사계중앙로3번길 22,2023,140,0,0,0,0,0,9,34,21,28,28,7,13,126.299631055,33.230224356,남서
c1,관광지,공방:하루_반,제주시 구좌읍 월정7길 42-6 1층,2023,489,55,28,53,61,58,49,57,26,41,33,11,17,126.797251551,33.554404185,북동
c1,관광지,공천포,서귀포시 남원읍 신례리,2023,702,77,49,65,80,72,74,63,53,55,48,39,27,126.64685964441787,33.271434194489174,Unknown
c1,관광지,공천포구,서귀포시 남원읍 신례리,2023,539,56,26,47,50,58,51,57,46,41,41,31,35,126.64685964441787,33.271434194489174,Unknown
c1,관광지,곶자왈,서귀포시 대정읍 신평리,2023,1877,120,129,167,208,222,177,165,147,130,148,159,105,126.27060588622209,33.29613060247699,Unknown
c1,관광지,곽지패총,제주시 애월읍 곽지리 2043-1,2023,384,57,28,43,42,46,32,28,30,23,20,15,20,126.30705564271372,33.44589997663943,Unknown
c1,관광지,곽지해수욕장,제주시 애월읍 애월원당길 (곽지리),2023,11572,539,486,737,918,1437,1454,1834,1919,834,533,470,411,126.322359897,33.452653867,북서
c1,관광지,곽지해수욕장야영장,제주시 애월읍 곽지리 1565,2023,914,55,48,82,109,134,144,99,83,65,53,25,17,126.30549907392104,33.45075451686124,Unknown
c1,관광지,관덕정,제주시 관덕로 19,2023,5642,474,427,531,667,745,431,449,328,438,397,420,335,126.521474668,33.513367265,북서
c1,관광지,관음사,제주시 산록북로 660,2023,1809,200,170,176,182,190,154,128,119,136,147,81,126,126.557551611,33.424118121,북동
c1,관광지,관음사 군 주둔지 옛터,제주시 산록북로 660,2023,438,46,36,45,56,45,38,39,24,27,27,23,32,126.557551611,33.424118121,북동
c1,관광지,관음사 야영장,제주시 산록북로 588,2023,1369,121,82,132,178,180,143,137,108,119,85,30,54,126.550864559,33.421838226,북동
c1,관광지,관음사 템플스테이,제주시 산록북로 660,2023,694,65,30,55,73,86,71,51,54,52,47,50,60,126.557551611,33.424118121,북동
c1,관광지,광령귤나무,제주시 애월읍 광령8길 24-2,2023,381,40,37,45,35,41,32,35,20,26,29,19,22,126.439031687,33.459012682,북서
c1,관광지,광치기해변,서귀포시 성산읍 섭지코지로 63,2023,10642,798,995,1301,1146,1142,741,499,727,606,606,771,1310,126.922403271,33.43702194,북동
c1,관광지,교래자연휴양림,제주시 조천읍 남조로 2023,2023,4680,258,196,219,241,267,270,255,530,524,751,618,551,126.667593859,33.438316648,북동
c1,관광지,구엄리돌염전,제주시 애월읍 애월해안로 708,2023,5343,482,450,501,443,435,481,379,344,429,497,496,406,126.37740894,33.482579096,북서
c1,관광지,구엄포구,제주시 애월읍 구엄리,2023,563,60,45,60,61,69,47,50,43,47,38,21,22,126.379981168,33.475003607,북서
c1,관광지,구좌 하도어촌계,제주시 구좌읍 해맞이해안로 1897-27,2023,564,73,57,92,107,116,119,0,0,0,0,0,0,126.904123312,33.520120837,북동
c1,관광지,구좌해안로,제주시 구좌읍 구좌해안로,2023,538,55,45,59,55,74,63,39,41,44,30,24,9,126.724248382,33.557487337,북동
c1,관광지,국립제주박물관,제주시 일주동로 17,2023,3774,288,205,230,257,295,293,302,235,296,410,487,476,126.547909677,33.513795647,북동
c1,관광지,"군산(군산오름,코메오름)",서귀포시 안덕면 창천리 산 3-1,2023,6235,568,564,681,486,431,316,328,436,502,642,677,604,126.36748400187773,33.25154998037137,Unknown
c1,관광지,굴동포구,제주시 구좌읍 해맞이해안로,2023,529,59,42,66,70,71,41,42,33,35,32,17,21,126.830659008,33.542532845,북동
c1,관광지,굿다이버,서귀포시 중산간서로 41 (강정동),2023,276,27,16,32,25,37,38,26,22,19,16,9,9,126.506054017,33.261083279,남서
c1,관광지,궁대오름(궁대악),서귀포시 성산읍 금백조로 446,2023,534,59,33,55,55,62,44,38,30,40,35,45,38,126.822049183,33.440555163,북동
c1,관광지,귀덕연대,제주시 한림읍 귀덕14길 14-5,2023,312,45,22,36,33,35,28,28,22,22,22,12,7,126.293569014,33.442692079,북서
c1,관광지,귀빈사,제주시 구좌읍 비자림로 1456,2023,603,67,48,72,77,66,66,41,33,53,38,25,17,126.761205617,33.442684635,북동
c1,관광지,귤밭76번지,제주시 화북이동 5495-2,2023,850,0,0,0,0,0,124,96,83,143,142,118,144,126.55623623260992,33.493211495092936,Unknown
c1,관광지,귤밭76번지,서귀포시 안덕면 병악로 76,2023,943,289,163,163,166,162,0,0,0,0,0,0,0,126.365148515,33.283061133,남서
c1,관광지,귤빛캠핑장,제주시 조천읍 함와로 428,2023,808,111,53,60,73,99,108,60,46,58,56,50,34,126.67381034,33.503948081,북동
c1,관광지,그녀들의 글수다,제주시 주르레남길 25,2023,85,0,0,0,0,0,0,3,16,18,23,14,11,126.482361185,33.441626265,북서
c1,관광지,"그대, 나의 뮤즈 : 클림트 to 마티스",서귀포시 안덕면 신화역사로304번길 38 제주신화월드 서머셋클럽하우스,2023,42,42,0,0,0,0,0,0,0,0,0,0,0,126.316362706,33.304960331,남서
c1,관광지,그랑블루 요트투어,서귀포시 대포로 172-7 2층 그랑블루요트,2023,467,0,0,0,0,0,0,106,69,83,81,55,73,126.439560653,33.238256891,남서
c1,관광지,그랑블루 요트투어,서귀포시 대포로 174,2023,765,122,78,116,121,175,153,0,0,0,0,0,0,126.439477076,33.238764062,남서
c1,관광지,그랑블루호(선상낚시),서귀포시 남원읍 위미중앙로180번길 10,2023,567,67,46,65,46,67,62,53,34,37,34,20,36,126.662523968,33.274648183,남동
c1,관광지,그랜드스윙,서귀포시 성산읍 섭지코지로 107,2023,32,0,0,0,0,0,0,0,0,0,0,7,25,126.928560697,33.424738024,북동
c1,관광지,그루밍시즌,서귀포시 동홍로 29,2023,262,36,28,30,38,42,37,32,19,0,0,0,0,126.567576361,33.251031547,남동
c1,관광지,그루밍제주,서귀포시 천제연로 357,2023,435,55,39,46,48,52,36,30,27,31,27,20,24,126.442803518,33.252535316,남서
c1,관광지,그리스신화박물관 / 트릭아이미술관,제주시 한림읍 광산로 942,2023,1685,172,132,163,139,136,174,174,139,126,103,103,124,126.357407628,33.347645585,남서
c1,관광지,그린크루즈(산방산유람선),서귀포시 안덕면 화순해안로106번길 16,2023,730,124,114,143,121,115,113,0,0,0,0,0,0,126.335236063,33.2369985,남서
c1,관광지,그린페블,제주시 한림읍 수동7길 54-3,2023,154,0,0,0,0,0,14,30,28,24,27,19,12,126.248960235,33.345705819,남서
c1,관광지,그제바람 윈드서핑패들보드,제주시 선사로8길 13-4,2023,554,44,21,38,44,95,69,91,64,35,31,15,7,126.586852331,33.52603344,북동
c1,관광지,금능석물원,제주시 한림읍 한림로 176,2023,1914,174,165,209,211,170,136,103,189,175,108,144,130,126.226799286,33.384581252,북서
c1,관광지,금능포구,제주시 한림읍 금능리,2023,457,56,22,49,60,59,39,49,30,39,38,9,7,126.224842948,33.385752778,북서
c1,관광지,금능해수욕장,제주시 한림읍 금능길 119-10,2023,13346,483,564,872,1111,1414,1808,2158,2333,1279,693,369,262,126.235772672,33.38993472,북서
c1,관광지,금당목장ATV,서귀포시 안덕면 신화역사로685번길 13-16,2023,177,0,0,0,0,0,7,34,26,22,35,33,20,126.358078975,33.314145987,남서
c1,관광지,금덕무환자나무및팽나무군락,제주시 애월읍 유수암리 1920,2023,327,31,32,42,29,49,28,36,18,16,23,14,9,126.40066766986816,33.44182133954842,Unknown
c1,관광지,금룡사,제주시 구좌읍 김녕로 148-11,2023,478,53,40,59,56,53,44,35,33,32,30,18,25,126.753579554,33.553731581,북동
c1,관광지,금룡사 템플스테이,제주시 구좌읍 김녕로 148-11,2023,601,69,44,64,65,74,51,46,31,48,36,36,37,126.753579554,33.553731581,북동
c1,관광지,금붕사,제주시 구좌읍 일주동로 3618-1,2023,651,71,46,55,74,87,46,44,35,32,34,66,61,126.88837688,33.501159055,북동
c1,관광지,금성포구,제주시 애월읍 금성리 573-1,2023,512,49,42,50,49,57,44,48,44,49,42,21,17,126.29823908803587,33.44678932529001,Unknown
c1,관광지,금악오름(왕매),제주시 한림읍 금악리 산 1-1,2023,5602,362,320,392,407,457,414,356,405,470,700,689,630,126.30560591355336,33.3556360762243,Unknown
c1,관광지,기독교순례길 1코스(순종의길),제주시 애월읍 금성하안길 3,2023,1137,107,109,90,114,131,130,136,93,69,65,54,39,126.302764339,33.44619037,북서
c1,관광지,기독교순례길 2코스(순교의길),제주시 한림읍 협재8길 8,2023,809,101,52,58,64,98,105,75,52,53,46,49,56,126.243205141,33.394780785,북서
c1,관광지,기독교순례길 3코스(사명의길),제주시 한경면 조수3길 7,2023,675,75,41,71,76,94,86,72,48,30,29,23,30,126.230668952,33.33709165,남서
c1,관광지,기독교순례길 4코스(화해의길),서귀포시 대정읍 추사로36번길 11,2023,801,103,73,50,59,92,88,80,63,47,48,36,62,126.279696171,33.251033969,남서
c1,관광지,김경숙해바라기농장,제주시 번영로 854-1,2023,4832,192,225,327,397,513,761,951,596,359,285,145,81,126.627592406,33.477407062,북동
c1,관광지,김녕 지질트레일,제주시 구좌읍 김녕로 209,2023,2805,292,296,275,301,327,242,219,162,187,219,170,115,126.760922577,33.556194743,북동
c1,관광지,김녕 청굴물,제주시 구좌읍 김녕리 1296,2023,1522,152,127,158,181,154,124,135,152,111,91,80,57,126.75129155717653,33.55802473748322,Unknown
c1,관광지,김녕금속공예벽화마을,제주시 구좌읍 김녕항3길 18-16,2023,1228,129,112,130,141,119,97,92,85,86,116,72,49,126.746507706,33.557930808,북동
c1,관광지,김녕사굴,제주시 구좌읍 덕천리 201-4,2023,2982,318,434,305,259,286,273,198,202,201,202,145,159,126.7736507607058,33.50101668539746,Unknown
c1,관광지,김녕요트투어,제주시 구좌읍 구좌해안로 229-16,2023,1566,124,96,128,163,184,173,181,116,166,126,56,53,126.737263294,33.55823185,북동
c1,관광지,김녕항,제주시 구좌읍 김녕항1길 50-13,2023,613,67,40,65,62,88,68,48,52,46,32,25,20,126.740228194,33.558045106,북동
c1,관광지,김녕해수욕장,제주시 구좌읍 구좌해안로 237,2023,15053,838,1021,1304,1401,1798,1754,1813,2152,1144,759,620,449,126.736547364,33.557208626,북동
c1,관광지,김녕해수욕장야영장,제주시 구좌읍 해맞이해안로 7-6,2023,1858,101,95,181,228,260,275,224,179,136,82,48,49,126.759814392,33.557101961,북동
c1,관광지,김녕해안도로,제주시 구좌읍 김녕리,2023,1498,136,130,166,144,140,117,126,107,110,111,104,107,126.77502948387428,33.56388043075514,Unknown
c1,관광지,김만덕객주,제주시 임항로 68,2023,1445,173,138,140,163,154,115,117,82,98,99,91,75,126.532183662,33.516577189,북동
c1,관광지,김만덕기념관,제주시 산지로 7,2023,960,84,87,114,118,105,104,77,57,62,62,53,37,126.530442867,33.515899323,북동
c1,관광지,김서프제주,서귀포시 색달로81번길 39,2023,392,46,17,30,37,49,65,42,31,35,21,9,10,126.408081883,33.261675501,남서
c1,관광지,김영갑갤러리 두모악,서귀포시 성산읍 삼달로 137,2023,2441,281,210,221,278,210,232,194,144,144,145,190,192,126.854188152,33.371988061,북동
c1,관광지,김영수도서관,제주시 중앙로8길 18,2023,895,80,42,98,102,83,80,67,70,75,59,91,48,126.522130018,33.515139438,북서
c1,관광지,김택화미술관,제주시 조천읍 신흥로 1,2023,532,59,48,47,73,90,50,38,30,36,28,24,9,126.653168543,33.543757139,북동
c1,관광지,김한미술관 & 카페3206,제주시 한림읍 한상로 115,2023,737,77,64,82,85,80,50,68,69,47,38,34,43,126.28719058,33.409042636,북서
c1,관광지,까끄래기오름,제주시 조천읍 교래리 128,2023,532,56,47,53,57,54,49,39,34,36,41,39,27,126.70268527372784,33.43099633695874,Unknown
c1,관광지,꽃썸,서귀포시 안덕면 동광로 151,2023,398,72,58,83,70,59,56,0,0,0,0,0,0,126.340157394,33.309734964,남서
c1,관광지,꽃썸,서귀포시 안덕면 동광로 151,2023,247,0,0,0,0,0,0,40,53,52,54,29,19,126.340157394,33.309734964,남서
c1,관광지,꿈바당 어린이도서관,제주시 연오로 140,2023,752,69,56,93,74,71,76,116,44,49,33,40,31,126.499901438,33.480628044,북서
c1,관광지,나드 보컬 스튜디오,제주시 중앙로 234-1,2023,147,0,0,0,0,0,0,3,23,26,28,26,41,126.530164075,33.498773866,북동
c1,관광지,나바론절벽,제주시 추자면 영흥리 산 19,2023,716,82,45,56,104,93,85,41,37,64,53,30,26,126.29395518975763,33.956399620444294,Unknown
c1,관광지,나틸다,제주시 아란5길 31-6,2023,253,33,18,26,23,26,27,27,19,24,17,7,6,126.544385472,33.473740062,북동
c1,관광지,낙선동 4.3성,제주시 조천읍 선흘서5길 13,2023,1138,112,56,109,146,122,118,70,62,68,113,87,75,126.694407012,33.514827308,북동
c1,관광지,낙천리아홉굿의자마을,제주시 한경면 낙수로 97,2023,1279,89,128,119,128,112,131,96,105,85,114,96,76,126.22745823,33.328209331,남서
c1,관광지,낙천아홉굿마을 의자공원,제주시 한경면 낙수로 97,2023,870,99,73,73,80,91,79,71,72,80,71,50,31,126.22745823,33.328209331,남서
c1,관광지,낙타트래킹,서귀포시 표선면 번영로 2564-21,2023,1370,138,121,127,149,167,140,110,82,82,74,95,85,126.778638677,33.402688847,북동
c1,관광지,남내소,서귀포시 남원읍 하례로,2023,819,94,66,79,93,77,74,91,64,50,51,49,31,126.624370767,33.258861708,남동
c1,관광지,남두연대,제주시 애월읍 신엄리 2780-1,2023,265,28,23,27,16,35,26,29,18,17,21,12,13,126.35845830888695,33.4792245091142,Unknown
c1,관광지,남문지못,서귀포시 대정읍 인성리 392,2023,322,37,27,31,32,29,29,30,23,23,24,23,14,126.27632278432213,33.24658792759605,Unknown
c1,관광지,남수각 하늘길 벽화거리,제주시 중앙로13길 32,2023,593,50,48,72,61,58,56,51,32,34,56,45,30,126.527719525,33.511438899,북서
c1,관광지,남원 위미2리 어촌계,서귀포시 남원읍 태위로 208,2023,617,55,38,79,69,78,73,42,41,40,37,33,32,126.669387759,33.274844409,남동
c1,관광지,남원큰엉해변,서귀포시 남원읍 태위로 522-17,2023,4161,268,308,365,393,406,418,413,367,260,349,306,308,126.703700606,33.273353172,남동
c1,관광지,남원항 (남원포구),서귀포시 남원읍 남태해안로 140,2023,762,80,49,85,99,79,75,81,40,51,50,43,30,126.719605326,33.277871906,남동
c1,관광지,납읍난대림 금산공원,제주시 애월읍 납읍리 14 57,2023,1070,122,106,155,147,149,129,93,89,80,0,0,0,126.36930547794279,33.40736567225146,Unknown
c1,관광지,납읍난대림 금산공원,제주시 애월읍 납읍리 1457-1,2023,186,0,0,0,0,0,0,0,0,0,91,60,35,126.33054059564816,33.433698572006676,Unknown
c1,관광지,내창트레킹,서귀포시 남원읍 하례중앙로 95,2023,923,73,62,104,114,142,84,95,70,51,65,34,29,126.625361783,33.269168954,남동
c1,관광지,너도나도 ATV,제주시 조천읍 비자림로 1053,2023,235,0,0,0,0,0,6,50,33,33,56,31,26,126.718011623,33.434671047,북동
c1,관광지,너븐숭이 4.3기념관,제주시 조천읍 북촌3길 3,2023,4427,323,316,465,599,436,349,349,271,299,360,376,284,126.688654898,33.546024502,북동
c1,관광지,넌걸어난탈래,제주시 우도면 2395-5,2023,349,0,0,0,0,0,0,93,65,60,56,46,29,126.94365840610722,33.509291621252814,Unknown
c1,관광지,넥슨컴퓨터박물관,제주시 1100로 3198-8,2023,3214,316,234,276,309,262,243,267,203,246,221,296,341,126.485789516,33.472098389,북서
