CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c1,관광지,다려도,제주특별자치도 제주시 조천읍 북촌리,2023,696,52,43,84,75,83,84,99,37,43,30,30,36
c1,관광지,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,2023,7386,745,606,571,547,578,462,585,610,636,527,614,905
c1,관광지,다이브맵,제주특별자치도 서귀포시 서호중앙로 55,2023,125,0,0,0,0,0,0,3,36,28,24,22,12
c1,관광지,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,2023,1475,151,119,215,166,168,118,101,78,93,92,88,86
c1,관광지,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,2023,428,52,36,36,58,55,39,34,26,34,25,21,12
c1,관광지,달다제주,제주특별자치도 제주시 조천읍 조함해안로 9,2023,133,0,0,0,0,0,17,24,24,26,24,13,5
c1,관광지,달중이네펫호텔,제주특별자치도 제주시 정존15길 20,2023,84,0,0,0,0,0,0,0,5,18,19,16,26
c1,관광지,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,2023,12241,715,749,777,896,859,645,422,595,865,2099,2454,1165
c1,관광지,담화헌,제주특별자치도 제주시 주르레길 55,2023,122,0,0,0,0,0,0,8,33,20,26,16,19
c1,관광지,답다니 탑망대 (하트원담),제주특별자치도 제주시 우도면 연평리 798,2023,713,55,34,47,79,99,110,75,37,44,65,39,29
c1,관광지,"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,2023,1388,153,123,156,155,145,125,84,73,90,145,83,56
c1,관광지,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,2023,631,73,52,70,86,83,52,50,40,39,42,29,15
c1,관광지,당오름(안덕면),제주특별자치도 서귀포시 안덕면 동광리 산 68-1,2023,542,59,46,65,83,70,50,32,19,27,28,32,31
c1,관광지,당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,2023,591,61,48,61,65,78,52,46,40,37,52,24,27
c1,관광지,당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선당포로,2023,781,101,46,77,102,84,82,54,52,51,58,26,48
c1,관광지,대림리선돌,제주특별자치도 제주시 한림읍 대림리,2023,357,34,28,47,36,43,30,39,21,22,21,17,19
c1,관광지,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 고성리 2039-1,2023,557,92,63,56,51,63,38,47,33,44,32,21,17
c1,관광지,대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,2023,367,38,27,42,37,48,26,37,33,20,25,16,18
c1,관광지,"대왕산 (왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,2023,303,35,25,30,45,38,24,22,21,23,16,11,13
c1,관광지,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,2023,931,92,76,94,65,83,98,96,85,60,87,45,50
c1,관광지,대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,2023,1292,150,112,117,141,120,118,97,108,82,89,72,86
c1,관광지,대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,2023,589,47,27,85,109,75,34,45,27,33,40,44,23
c1,관광지,대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,2023,1156,88,72,99,121,123,133,141,135,106,75,46,17
c1,관광지,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,2023,1020,79,78,100,109,128,98,66,82,76,91,67,46
c1,관광지,대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,2023,461,42,28,45,44,65,40,43,23,33,42,42,14
c1,관광지,대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,2023,1424,146,142,169,172,134,119,119,89,109,118,78,29
c1,관광지,대포포구,제주특별자치도 서귀포시 대포로,2023,585,73,48,57,76,89,55,45,33,52,29,20,8
c1,관광지,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,2023,974,75,70,110,91,84,99,72,52,81,85,72,83
c1,관광지,댕금님표수제간식,제주특별자치도 제주시 인다4길 41-12,2023,76,0,0,0,0,0,0,0,6,20,20,14,16
c1,관광지,댕댕놀이터,제주특별자치도 제주시 도근내길 56,2023,458,42,34,43,69,47,42,35,36,35,32,21,22
c1,관광지,댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,2023,434,45,43,56,47,55,37,27,28,23,30,16,27
c1,관광지,댕댕스위트,제주특별자치도 제주시 애월읍 하귀9길 2,2023,66,0,0,0,0,0,0,0,5,20,21,10,10
c1,관광지,더 플래닛(THE PLANET),제주특별자치도 서귀포시 천제연로 70,2023,997,108,86,82,108,105,103,91,65,66,61,45,77
c1,관광지,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,2023,3244,348,305,334,340,330,270,271,246,227,238,148,187
c1,관광지,더마카트,제주특별자치도 제주시 한림읍 월림7길 155,2023,1144,148,144,82,77,119,117,129,108,83,64,45,28
c1,관광지,더마파크,제주특별자치도 제주시 한림읍 월림7길 155,2023,3972,311,256,333,332,400,555,402,265,335,342,261,180
c1,관광지,더펫츠,제주특별자치도 제주시 1100로 3124,2023,594,63,66,63,55,60,52,47,48,35,37,34,34
c1,관광지,더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,2023,645,80,55,64,64,63,63,42,36,33,49,43,53
c1,관광지,덕천곤충영농조합,제주특별자치도 제주시 구좌읍 중산간동로 1875,2023,217,0,0,0,0,0,17,43,39,33,30,23,32
c1,관광지,덕천리 팔자 좋아 길,제주특별자치도 제주시 구좌읍 중산간동로,2023,926,66,67,74,117,177,82,54,33,78,75,53,50
c1,관광지,뎁스원,제주특별자치도 제주시 한림읍 한림로 375,2023,1,0,0,0,0,0,0,1,0,0,0,0,0
c1,관광지,뎁스원 프리다이빙센터,제주특별자치도 제주시 한림읍 한림로 375,2023,224,0,0,0,0,0,4,32,55,41,35,35,22
c1,관광지,도곤도곤 애견미용실,제주특별자치도 제주시 성신로1길 21,2023,448,35,30,52,63,53,40,47,29,37,34,18,10
c1,관광지,도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,2023,393,42,39,33,36,40,34,28,30,31,29,22,29
c1,관광지,도도펫,제주특별자치도 제주시 우령8길 63-16,2023,316,37,21,30,31,35,30,26,20,22,22,17,25
c1,관광지,도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,2023,11365,1158,1046,689,639,822,1058,552,601,803,979,1489,1529
c1,관광지,도두봉,제주특별자치도 제주시 도두동 산 1,2023,6990,685,547,676,595,511,432,465,477,595,674,734,599
c1,관광지,도두항,제주특별자치도 제주시 도공로 2,2023,960,94,70,102,113,114,101,84,66,74,69,40,33
c1,관광지,도두해안도로,제주특별자치도 제주시 도두2동 706-3,2023,447,39,37,64,57,48,49,31,28,32,26,15,21
c1,관광지,도령모루,제주특별자치도,2023,422,43,25,35,49,45,38,32,26,25,30,22,52
c1,관광지,도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,2023,333,34,28,40,34,35,38,26,24,20,21,16,17
c1,관광지,도순다원,제주특별자치도 서귀포시 중산간서로356번길 152-41,2023,1698,282,255,186,236,152,136,77,76,81,90,64,63
c1,관광지,도시해녀,제주특별자치도 제주시 애월읍 하귀미수포길 16-1,2023,268,0,0,0,0,0,32,59,39,37,52,21,28
c1,관광지,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,2023,1675,235,185,161,180,155,156,132,124,107,84,88,68
c1,관광지,독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,2023,429,52,29,46,50,50,32,32,33,36,39,15,15
c1,관광지,돈내코,제주특별자치도 서귀포시 516로 (상효동),2023,6251,302,250,314,351,341,355,693,1159,560,583,687,656
c1,관광지,돈내코유원지,제주특별자치도 서귀포시 돈내코로 120,2023,3167,181,161,314,374,420,392,266,378,220,157,160,144
c1,관광지,돈대산,제주특별자치도 제주시 추자면 예초리 산 67-1,2023,357,45,13,32,41,46,37,34,25,27,26,16,15
c1,관광지,돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,2023,197,25,11,20,20,19,27,18,18,14,12,8,5
c1,관광지,돔박이오름 (동박악),제주특별자치도 서귀포시 안덕면 광평리 산 89,2023,365,31,34,31,39,42,32,28,16,25,22,32,33
c1,관광지,돔베낭골,제주특별자치도 서귀포시 호근동,2023,690,83,59,72,81,88,67,51,43,50,46,21,29
c1,관광지,돔베낭길,제주특별자치도 서귀포시 태평로92번길 49,2023,867,95,75,107,85,96,82,59,48,61,65,51,43
c1,관광지,동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,2023,947,88,63,73,220,103,70,50,44,61,91,49,35
c1,관광지,동검은이오름(거미오름),제주특별자치도 제주시 구좌읍 종달리 산 70,2023,1,0,0,1,0,0,0,0,0,0,0,0,0
c1,관광지,동계 정온 유허비,제주특별자치도 서귀포시 대정읍 안성리,2023,379,43,40,39,36,44,44,24,20,20,35,19,15
c1,관광지,동굴의 다원 다희연,제주특별자치도 제주시 조천읍 선교로 266,2023,8,1,0,1,5,0,1,0,0,0,0,0,0
c1,관광지,동귀방파제,제주특별자치도 제주시 애월읍 하귀리,2023,425,55,35,45,43,54,38,35,35,28,28,18,11
c1,관광지,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,2023,8732,1118,980,832,776,868,450,412,395,599,606,823,873
c1,관광지,동백포레스트,서귀포시 남원읍 신례리 1767,2023,11609,1432,672,300,165,169,137,86,112,183,456,3007,4890
c1,관광지,동복환해장성,제주특별자치도 제주시 구좌읍 동복리,2023,427,53,39,49,43,49,37,33,29,32,23,23,17
c1,관광지,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,2023,1718,264,272,304,312,166,60,74,41,39,38,56,92
c1,관광지,동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,2023,340,43,33,36,38,37,20,24,22,21,22,18,26
c1,관광지,동일리포구,제주특별자치도 서귀포시 대정읍 동일리,2023,478,54,41,38,50,55,53,42,42,48,30,21,4
c1,관광지,동쪽송당 동화마을,제주특별자치도 제주시 구좌읍 비자림로 1191,2023,59,0,0,0,0,0,0,0,0,0,0,10,49
c1,관광지,돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,2023,515,53,53,53,58,73,51,41,30,30,35,21,17
c1,관광지,돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,2023,1,0,0,0,1,0,0,0,0,0,0,0,0
c1,관광지,두맹이골목,제주특별자치도 제주시 동문로16길 17-4,2023,741,80,61,98,77,79,59,56,61,45,55,43,27
c1,관광지,두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,2023,1016,138,76,91,119,146,105,54,73,72,56,44,42
c1,관광지,둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,2023,527,57,38,62,75,60,44,44,38,40,32,31,6
c1,관광지,뒤굽은이오름,제주특별자치도 서귀포시 성산읍 수산리 4504,2023,478,49,40,55,43,53,40,29,39,31,45,21,33
c1,관광지,뒹굴개,제주특별자치도 제주시 삼무로 74,2023,71,0,0,0,0,0,0,0,5,22,18,14,12
c1,관광지,드라마월드,제주특별자치도 제주시 애월읍 화전길 3,2023,3,0,0,0,0,1,1,1,0,0,0,0,0
c1,관광지,드르쿰다ATV IN 상효,제주특별자치도 서귀포시 516로 619,2023,228,0,0,0,0,0,7,38,36,36,35,35,41
c1,관광지,드르쿰다인성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,2023,212,0,0,0,0,0,0,0,25,57,49,43,38
c1,관광지,들랑,제주특별자치도 제주시 관덕로4길 14-1,2023,12,0,0,0,0,0,0,0,0,0,0,4,8
c1,관광지,들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,2023,652,79,40,59,56,70,74,61,34,51,52,48,28
c1,관광지,등머을레져,제주특별자치도 제주시 우도면 우도해안길 70,2023,305,35,29,29,33,29,26,29,19,26,27,12,11
c1,관광지,디스커버제주,제주특별자치도 서귀포시 대포로 26,2023,683,66,57,70,79,78,59,46,49,47,45,32,55
c1,관광지,디어펫,제주특별자치도 제주시 과원로 47,2023,243,30,27,28,21,25,20,20,17,15,24,6,10
c1,관광지,디퍼프리다이브,제주특별자치도 서귀포시 칠십리로 157,2023,111,0,0,0,0,0,9,24,18,20,20,11,9
c1,관광지,따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 62,2023,6840,505,504,578,483,397,252,206,181,393,1610,1227,504
c1,관광지,떠오르길,제주특별자치도 제주시 구좌읍 김녕로1길 51-3,2023,365,0,0,0,0,0,0,0,0,0,0,7,358
c1,관광지,라니멜레,제주특별자치도 제주시 조천읍 조천우회로 527,2023,138,0,0,0,0,0,9,24,22,27,29,14,13
c1,관광지,라신동,제주특별자치도 제주시 한림읍 귀덕리,2023,506,54,49,53,44,49,56,40,38,34,39,27,23
c1,관광지,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,2023,615,52,26,55,61,44,44,39,56,76,47,50,65
c1,관광지,라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,2023,701,95,59,65,68,75,67,59,41,52,47,31,42
c1,관광지,라온주 실내체험동물원,제주특별자치도 제주시 한림읍 월림7길 155,2023,1041,95,67,96,97,114,102,105,67,58,62,85,93
c1,관광지,라이더스랩,제주특별자치도 서귀포시 성산읍 중산간동로 4328-77 (삼달리) 라이더스랩,2023,299,0,0,0,0,0,0,12,48,74,59,48,58
c1,관광지,라이크더윈드 스튜디오,제주특별자치도 제주시 구좌읍 구좌로 51,2023,162,0,0,0,0,0,4,30,27,22,29,20,30
c1,관광지,라이프동물병원,제주특별자치도 제주시 노형3길 21-1,2023,88,0,0,0,0,0,0,0,9,27,19,18,15
c1,관광지,라인업서프 하도,제주특별자치도 제주시 구좌읍 하도13길 55,2023,161,0,0,0,0,0,6,53,25,20,25,15,17
c1,관광지,러블리독스,제주특별자치도 제주시 연북로 668,2023,442,51,44,40,52,42,36,39,32,30,27,20,29
c1,관광지,런닝맨,제주특별자치도 서귀포시 중문관광로 42,2023,336,0,0,0,0,0,17,52,40,54,41,41,91
c1,관광지,레더한,제주특별자치도 서귀포시 남원읍 태위로 773-19,2023,407,52,37,43,42,41,39,26,27,31,27,22,20
c1,관광지,레이저서바이벌M,제주특별자치도 제주시 신광로 58 4층,2023,4174,524,358,311,346,386,433,421,316,249,270,242,318
c1,관광지,렛츠런파크,제주특별자치도 제주시 애월읍 평화로 2144,2023,1408,121,107,88,109,93,120,113,72,86,88,141,270
c1,관광지,렛츠런팜 양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1660,2023,417,57,51,62,79,111,57,0,0,0,0,0,0
c1,관광지,렛츠런팜제주,제주특별자치도 제주시 조천읍 남조로 1660,2023,2540,217,213,257,316,264,214,190,153,185,202,143,186
c1,관광지,로로 요가,제주특별자치도 제주시 구좌읍 김녕로17길 33-1 (김녕리),2023,439,0,0,0,75,88,68,46,38,48,32,23,21
c1,관광지,로로 요가,제주특별자치도 제주시 조천읍 조함해안로 519-10,2023,182,66,45,71,0,0,0,0,0,0,0,0,0
c1,관광지,로봇스퀘어[운영중단],제주특별자치도 제주시 구좌읍 해맞이해안로 1032,2023,3,0,0,1,0,1,0,0,1,0,0,0,0
c1,관광지,로봇플래닛,제주특별자치도 서귀포시 안덕면 신화역사로188번길 151,2023,212,0,0,0,0,0,20,39,34,31,32,27,29
c1,관광지,롯데호텔 브이스파,"제주특별자치도 서귀포시 중문관광로72번길 35, lobby floor 8F",2023,717,82,59,64,66,75,62,58,29,38,50,60,74
c1,관광지,루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836 루나폴,2023,1432,0,0,0,0,0,0,98,185,220,247,334,348
c1,관광지,루씨쏜 아뜰리에,제주특별자치도 서귀포시 보목로64번길 138 (보목동) 보목로 64번길 138 1층,2023,239,0,0,0,0,0,54,32,25,30,34,44,20
c1,관광지,리틀프린스뮤지엄,제주특별자치도 서귀포시 중문관광로110번길 15 리틀프린스뮤지엄,2023,996,108,141,107,132,121,102,91,60,59,45,30,0
c1,관광지,마라도 섬투어,제주특별자치도 서귀포시 대정읍 마라로 65,2023,741,59,49,65,60,76,85,45,48,57,85,52,60
c1,관광지,마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 마라로101번길 46,2023,6306,375,376,566,554,519,419,387,569,658,689,639,555
c1,관광지,마라도관광쉼터,제주특별자치도 서귀포시 대정읍 마라로 139,2023,268,22,21,30,26,36,28,22,22,24,18,13,6
c1,관광지,마라도기원정사,제주특별자치도 서귀포시 대정읍 마라로 87,2023,648,59,29,72,89,80,58,33,47,44,59,51,27
c1,관광지,마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,2023,834,75,54,106,106,117,112,57,54,61,51,28,13
c1,관광지,마라도성당,제주특별자치도 서귀포시 대정읍 마라로 153,2023,1356,132,115,183,144,126,112,101,81,107,105,61,89
c1,관광지,마라도잠수함,제주특별자치도 서귀포시 안덕면 형제해안로 13,2023,9,0,0,3,2,1,1,1,1,0,0,0,0
c1,관광지,마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,2023,2,0,0,0,0,0,0,2,0,0,0,0,0
c1,관광지,마방목지,제주특별자치도 제주시 516로 2480,2023,4349,415,380,397,508,394,390,301,282,284,350,320,328
c1,관광지,마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,2023,415,41,32,37,40,48,41,34,28,30,35,24,25
c1,관광지,마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,2023,294,30,30,28,29,32,27,30,13,21,24,18,12
c1,관광지,마원,제주특별자치도 제주시 조천읍 선흘남4길 264-17,2023,284,48,35,48,49,49,55,0,0,0,0,0,0
c1,관광지,마원,제주특별자치도 제주시 조천읍 선흘리 2107-2,2023,154,0,0,0,0,0,0,32,29,30,27,19,17
c1,관광지,마이애미함독카페,제주특별자치도 제주시 조천읍 남조로 3069,2023,138,0,0,0,0,0,0,0,6,40,40,27,25
